条件,保留试次,正峰/uV,正峰潜伏期/ms,早期负偏转/uV,早期正过冲/uV,0-250 ms差异RMS/uV,0-250 ms差异绝对面积
2nd-order HP,132,5.030518340258096,415.0,-0.7090069205189874,0.4863921659405878,0.4569134981524692,0.09605641259436955
8th-order HP,132,3.246980761573974,580.0000000000001,-0.31782833095508517,0.936405058633463,0.7954270773178259,0.16888879021795603
